"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"3476","Quebec","2005/2006","College","Total, registration status","Canadian students",183780,"QC"
"3477","Quebec","2005/2006","College","Total, registration status","International students",1605,"QC"
"3478","Quebec","2009/2010","College","Full-time student","Canadian students",188079,"QC"
"3479","Quebec","1994/1995","University","Part-time student","Canadian students",110349,"QC"
"3480","Quebec","1994/1995","College","Full-time student","Canadian students",165816,"QC"
"3481","Quebec","1997/1998","College","Full-time student","International students",4677,"QC"
"3482","Quebec","1997/1998","College","Full-time student","Total, student status",163551,"QC"
"3483","Quebec","2008/2009","College","Full-time student","International students",2403,"QC"
"3484","Quebec","1998/1999","College","Part-time student","International students",267,"QC"
"3485","Quebec","1998/1999","College","Part-time student","Total, student status",8958,"QC"
"3486","Quebec","1998/1999","College","Total, registration status","Canadian students",168912,"QC"
"3487","Quebec","2013/2014","College","Total, registration status","International students",4629,"QC"
"3488","Quebec","2013/2014","University","Full-time student","Canadian students",174843,"QC"
"3489","Quebec","1995/1996","University","Full-time student","Canadian students",124563,"QC"
"3490","Quebec","1995/1996","University","Full-time student","International students",8364,"QC"
"3491","Quebec","1995/1996","University","Full-time student","Total, student status",132927,"QC"
"3492","Quebec","2009/2010","College","Full-time student","International students",2469,"QC"
"3493","Quebec","1994/1995","University","Part-time student","International students",2469,"QC"
"3494","Quebec","1994/1995","University","Part-time student","Total, student status",112818,"QC"
"3495","Quebec","1996/1997","University","Total, registration status","International students",11595,"QC"
"3496","Quebec","1998/1999","College","Part-time student","Canadian students",8691,"QC"
"3497","Quebec","2007/2008","University","Part-time student","Canadian students",94098,"QC"
"3498","Quebec","2013/2014","College","Part-time student","Total, student status",23382,"QC"
"3499","Quebec","2013/2014","College","Total, registration status","Canadian students",217146,"QC"
"3500","Quebec","1993/1994","College","Full-time student","Total, student status",169053,"QC"
"3501","Quebec","1996/1997","College","Total, registration status","International students",5736,"QC"
"3502","Quebec","2013/2014","University","Full-time student","International students",30006,"QC"
"3503","Quebec","2013/2014","University","Full-time student","Total, student status",204849,"QC"
"3504","Quebec","2013/2014","University","Part-time student","Canadian students",99618,"QC"
"3505","Quebec","1995/1996","University","Part-time student","Canadian students",106491,"QC"
"3506","Quebec","1998/1999","College","Full-time student","Canadian students",160221,"QC"
"3507","Quebec","1998/1999","College","Full-time student","International students",4251,"QC"
"3508","Quebec","1998/1999","College","Full-time student","Total, student status",164469,"QC"
"3509","Quebec","1997/1998","University","Part-time student","Total, student status",101019,"QC"
"3510","Quebec","1998/1999","University","Part-time student","Total, student status",98115,"QC"
"3511","Quebec","2007/2008","University","Part-time student","International students",3153,"QC"
"3512","Quebec","2007/2008","University","Part-time student","Total, student status",97251,"QC"
"3513","Quebec","1995/1996","College","Part-time student","Canadian students",11580,"QC"
"3514","Quebec","2010/2011","College","Total, registration status","International students",2943,"QC"
"3515","Quebec","1996/1997","College","Total, registration status","Total, student status",177867,"QC"
"3516","Quebec","1996/1997","University","Full-time student","Canadian students",123003,"QC"
"3517","Quebec","1996/1997","University","Full-time student","International students",9051,"QC"
"3518","Quebec","2013/2014","University","Part-time student","International students",3081,"QC"
"3519","Quebec","1995/1996","University","Part-time student","International students",2613,"QC"
"3520","Quebec","1995/1996","University","Part-time student","Total, student status",109107,"QC"
"3521","Quebec","1995/1996","University","Total, registration status","Canadian students",231057,"QC"
"3522","Quebec","1996/1997","College","Full-time student","Total, student status",166857,"QC"
"3523","Quebec","1997/1998","College","Full-time student","Canadian students",158871,"QC"
"3524","Quebec","1995/1996","College","Full-time student","International students",5961,"QC"
"3525","Quebec","1995/1996","College","Full-time student","Total, student status",171561,"QC"
"3526","Quebec","2007/2008","College","Part-time student","Total, student status",18297,"QC"
"3527","Quebec","2007/2008","University","Total, registration status","Canadian students",245388,"QC"
"3528","Quebec","2010/2011","College","Total, registration status","Total, student status",214761,"QC"
"3529","Quebec","2010/2011","University","Full-time student","Canadian students",163638,"QC"
"3530","Quebec","1996/1997","College","Full-time student","International students",5385,"QC"
"3531","Quebec","1996/1997","University","Full-time student","Total, student status",132054,"QC"
"3532","Quebec","2013/2014","University","Part-time student","Total, student status",102696,"QC"
"3533","Quebec","1996/1997","College","Full-time student","Canadian students",161469,"QC"
"3534","Quebec","1995/1996","College","Full-time student","Canadian students",165597,"QC"
"3535","Quebec","1996/1997","University","Total, registration status","Canadian students",224100,"QC"
"3536","Quebec","1997/1998","University","Part-time student","International students",2562,"QC"
"3537","Quebec","2008/2009","College","Full-time student","Canadian students",181536,"QC"
"3538","Quebec","1997/1998","College","Total, registration status","Canadian students",168774,"QC"
"3539","Quebec","1997/1998","College","Total, registration status","International students",5049,"QC"
"3540","Quebec","2007/2008","College","Total, registration status","Canadian students",193299,"QC"
"3541","Quebec","1997/1998","College","Part-time student","Total, student status",10275,"QC"
"3542","Quebec","1996/1997","University","Part-time student","International students",2547,"QC"
"3543","Quebec","1996/1997","University","Part-time student","Total, student status",103638,"QC"
"3544","Quebec","2012/2013","College","Full-time student","International students",3018,"QC"
"3545","Quebec","1996/1997","University","Part-time student","Canadian students",101094,"QC"
"3546","Quebec","2007/2008","University","Full-time student","Total, student status",170760,"QC"
"3547","Quebec","2006/2007","College","Total, registration status","International students",1629,"QC"
"3548","Quebec","2007/2008","College","Part-time student","International students",129,"QC"
"3549","Quebec","2007/2008","University","Full-time student","International students",19467,"QC"
"3550","Quebec","1995/1996","College","Part-time student","International students",360,"QC"
